Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D1002			 			 	 																																																							
D1002	1	1	pourquoi	$L1	B	pourquoi	pourquoi	Qu						5	ad	5	ad									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	mHl2	U	lone	mm	U	strong	mm	U	strong	mm	U	mm	0	S			0.21	0.476285	124.826	135.48033333333333	93.09633206361408	91.71095078358252
D1002	1	2	 			 	 																																																							
D1002	1	3	il	$L1	B	il	il	Cl			3	sg	masc	5	sub	5	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mHl2	B	lone	ml	B	strong	ml	U	weak	ml	U	mH	0	0			0.476285	0.581402	105.11699999999996	144.314	93.51365334470036	90.7446493338249
D1002	1	4	 			 	 																																																							
D1002	1	5	répond	$L1	B	répond	répondre	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mHl2	I	lone	ml	I	strong	ml	B	strong	lL	U	ml	W	0			0.581402	0.892373	151.10599999999997	134.68075000000002	88.26306626563823	88.9860051189515
D1002	1	6	 			 	 																																																							
D1002	1	7	ça	$L1	B	ça	ça	Pro			3	sg	masc	5	obj	5	obj									O	I	L	O	O	O	O	O	O	O	O	O	O	O	I	mHl2	L	lone	ml	L	strong	ml	L	strong	lL	U	lL	S	S			0.892373	1.045668	153.29500000000007	143.44074999999998	86.79979732851305	87.27312618048444
D1002	1	8	 			 	 																																																							
D1002	1	9	déjà	$L1	B	déjà	déjà	Adv						0	root	0	root									O	L	O	O	O	O	O	U	O	O	O	O	O	O	I	mHl2	U	lone	LLH1	U	strong	LLH1	U	strong	LLH1	U	HL	0	S			1.045668	1.30846	142.34599999999986	121.54125000000002	85.19886865370694	86.0547990467002
