Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D2012			 			 	 																																																							
D2012	1	1	deux	$L1	B	deux	deux	D				sg	masc	3	dep	3	dep									B	B	B	O	O	O	O	O	O	O	O	O	O	O	B	hl	U	lone	mhH3	U	strong	mhH3	U	strong	mhH3	U	mhH3	0	S			7.37	7.605	235.0000000000003	2626.6666666666665	76.64902286238527	80.2686012681421
D2012	1	2	 			 	 																																																							
D2012	1	3	préludes	$L1	B	préludes	prélude	N				pl	masc	0	root	0	root									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	B	included	hHm2	U	weak	hl	U	weak	hl	U	hl	W	W			7.605	8.115	268.4810000000004	244.12974999999992	80.77793517814226	79.90515878818687
D2012	1	4	 			 	 																																																							
D2012	1	5	de	$L1	B	de	de	Pre						3	dep	3	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	I	included	hHm2	U	weak	llm1	U	weak	llm1	U	llm1	W	W			8.115	8.455	339.9999999999999	205.3227500000001	81.94057818166941	81.29786717723954
D2012	1	6	 			 	 																																																							
D2012	1	7	Karol	$L1	B	Karol	Karol	N				pl	masc	5	dep	5	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	I	included	hHm2	B	strong	mH	U	weak	lmm1	U	mm	0	W			8.455	8.766291	151.2910000000005	182.17724999999962	83.38249942212312	81.80519691574983
D2012	1	8	 			 	 																																																							
D2012	1	9	Szymanowski	$L1	B	Szymanowski	Szymanowski	N				pl	masc	7	dep	7	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	L	included	hHm2	L	strong	mH	U	strong	mH	U	mH	0	S			8.766291	9.415	309.99999999999875	142.5000000000005	81.31766483174148	80.9595973162828
D2012	1	10	 			 	 																																																							
D2012	1	11	extraits	$L1	B	extraits	extrait	N				pl	masc	3	dep	3	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	B	lone	Hl	B	strong	Hl	B	strong	Hl	U	hm	0	0			9.415	9.785	230.00000000000043	233.14849999999998	80.7797461373337	81.03505039640842
D2012	1	12	 			 	 																																																							
D2012	1	13	de	$L1	B	de	de	Pre						11	dep	11	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	L	lone	Hl	L	strong	Hl	L	strong	Hl	U	mm	0	0			9.785	9.905	119.99999999999922	257.5000000000003	80.89760383681379	80.76823423807816
D2012	1	14	 			 	 																																																							
D2012	1	15	son	$L1	B	son	son	D				sg	masc	17	dep	17	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	B	lone	lm	B	strong	lm	B	strong	lm	U	lm	S	S			9.905	10.455	362.5940000000014	211.85149999999987	80.79495988916665	80.40316833923859
D2012	1	16	 			 	 																																																							
D2012	1	17	opus	$L1	B	opus	opus	N				sg	masc	13	dep	13	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	I	lone	lm	I	strong	lm	I	strong	lm	B	mm	0	0			10.455	10.925	200.00000000000108	301.25	79.5670654849063	79.90128507465673
D2012	1	18	 			 	 																																																							
D2012	1	19	un	$L1	B	un	un	N				sg	masc/fem	17	dep	17	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	L	lone	lm	L	strong	lm	L	strong	lm	L	mm	S	S			10.925	11.15	384.9999999999998	204.35150000000002	78.65604137720123	80.1073657019605
D2012	1	20	 			 	 																																																							
