Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D1003			 			 	 																																																							
D1003	1	1	euh	$L1	B	euh	euh	I						0	root	0	root									O	B	O	O	B	O	O	O	O	O	O	O	U	O	B	mh	B	lone	mh	B	strong	mh	B	strong	mh	U	mm	0	0	H		0.85	1.2792	429.19999999999993	99.53200000000007	92.56771658623262	93.35177574740837
D1003	1	2	 			 	 																																																							
D1003	1	3	à	$L1	B	à	à	Pre						11	ad	11	ad									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	mh	I	lone	mh	I	strong	mh	I	strong	mh	U	mm	0	0			1.2792	1.364793	85.59300000000003	244.18533333333338	92.94459519364027	93.73158849789267
D1003	1	4	 			 	 																																																							
D1003	1	5	la	$L1	B	la	le	D				sg	fem	7	dep	7	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	mh	I	lone	mh	I	strong	mh	I	strong	mh	U	mm	0	0			1.364793	1.478264	113.4710000000001	204.51774999999998	93.75895630117644	93.87566715276623
D1003	1	6	 			 	 																																																							
D1003	1	7	base	$L1	B	base	base	N				sg	fem	3	dep	3	dep									O	I	O	O	L	O	O	O	O	O	O	O	O	O	I	mh	L	lone	mh	L	strong	mh	L	strong	mh	U	mh	S	S			1.478264	1.668149	189.88500000000008	109.06074999999998	94.86809260626895	94.29382430442308
D1003	1	8	 			 	 																																																							
D1003	1	9	je	$L1	B	je	je	Cl			1	sg		11	sub	11	sub									O	I	B	O	O	O	O	O	O	O	O	O	O	O	I	mh	B	included	hhm3	B	weak	hm	B	weak	hm	U	hm	0	0			1.668149	1.725402	113.39299999999986	140.82700000000008	95.12226422492301	94.73665104542886
D1003	1	10	 			 	 																																																							
D1003	1	11	voulais	$L1	B	voulais	vouloir	V	indicative	imperfect	1	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mh	I	included	hhm3	I	weak	hm	I	weak	hm	U	mm	0	0			1.725402	1.905328	123.78599999999994	144.63575	95.34948149795264	94.89455892140533
D1003	1	12	 			 	 																																																							
