Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D0007			 			 	 																																																							
D0007	1	1	ah	$L1	B	ah	ah	I						0	root	0	root									O	B	B	O	O	O	O	O	O	O	O	O	U	O	B	hHl3	U	lone	hl	U	strong	hl	U	strong	hl	U	hl	0	S			0.575452	0.845452	270.0	139.99999999999997	95.75518188463514	94.3338929505266
D0007	1	2	 			 	 																																																							
D0007	1	3	La	$L1	B	La	la	D				sg	masc/fem	5	dep	5	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl3	B	lone	llh2	B	strong	llh2	B	weak	lh	U	lm	0	0			0.845452	0.915452	70.00000000000006	206.66666666666666	93.06268122630658	95.75349460466278
D0007	1	4	 			 	 																																																							
D0007	1	5	Nef	$L1	B	Nef	Nef	N				sg	masc/fem	0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl3	I	lone	llh2	I	strong	llh2	L	weak	lh	U	mm	W	W			0.915452	1.125452	209.99999999999986	186.65375000000006	95.60510467474663	94.78062085168122
D0007	1	6	 			 	 																																																							
D0007	1	7	Chavant	$L1	B	Chavant	Chavant	N				sg	masc/fem	5	dep	5	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	hHl3	L	lone	llh2	L	strong	llh2	U	strong	hl	U	ml	0	S			1.125452	1.532067	266.61500000000007	221.01274999999995	94.4044230411766	95.37618108155925
D0007			 			 	 																																																							
D0007	2	1	ben	$L1	B	ben	ben	I						0	root	0	root									O	B	O	O	B	O	O	O	O	O	O	O	U	O	I	hHl3	U	motherless-dis-weak	mm	U	dis-weak	mm	U	dis-weak	mm	U	mm	W	W	H		1.532067	1.892067	359.9999999999999	190.16650000000007	93.55835376627422	95.85209945048639
D0007	2	2	 			 	 																																																							
D0007	2	3	là	$L1	B	là	là	Adv						7	ad	7	ad									O	I	O	O	L	O	O	O	O	O	O	O	O	O	I	hHl3	U	lone	mh	U	strong	mh	U	strong	mh	U	mh	S	S			1.892067	2.066118	174.05099999999996	241.65375000000006	96.44106863060958	94.83178224321367
D0007	2	4	 			 	 																																																							
D0007	2	5	nous	$L1	B	nous	nous	Cl			1	pl		7	sub	7	sub									O	I	B	O	O	O	O	O	O	O	O	O	O	O	I	hHl3	B	lone	hHl2	B	strong	hHl2	B	weak	hm	U	hm	0	0			2.066118	2.246118	180.00000000000017	265.90599999999995	96.66270887555284	94.47692740865932
D0007	2	6	 			 	 																																																							
D0007	2	7	sommes	$L1	B	sommes	être	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl3	I	lone	hHl2	I	strong	hHl2	I	weak	hm	B	ml	0	0			2.246118	2.509369	160.00000000000014	218.51275000000004	94.70164328985096	94.95034927931204
D0007	2	8	 			 	 																																																							
D0007	2	9	aux	$L1	B	à+les	à+le	Pre+D				pl	masc	7	obl	7	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl3	I	lone	hHl2	I	strong	hHl2	L	weak	hm	L	ml	0	0	H		2.509369	2.775691	369.5729999999999	145.10675000000006	93.20664394790253	94.70599779755727
D0007	2	10	 			 	 																																																							
D0007	2	11	jardins	$L1	B	jardins	jardin	N				pl	masc	9	dep	9	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl3	I	lone	hHl2	I	strong	hHl2	B	strong	mH	U	mm	W	0			2.775691	3.016118	89.99999999999986	218.61350000000002	93.96866336164206	93.93028156400915
D0007	2	12	 			 	 																																																							
D0007	2	13	de	$L1	B	de	de	Pre						11	dep	11	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hHl3	I	lone	hHl2	I	strong	hHl2	I	strong	mH	U	mm	0	0			3.016118	3.131497	115.3789999999999	159.83400000000003	93.9746392996293	94.16950212338229
D0007	2	14	 			 	 																																																							
D0007	2	15	ville	$L1	B	ville	ville	N				sg	fem	13	dep	13	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	L	hHl3	L	lone	hHl2	L	strong	hHl2	L	strong	mH	U	mH	S	S		0.396542	3.131497	3.370572	239.07500000000016	102.68949999999988	95.0488673453216	93.97165133063568
D0007			 			 	 																																																							
D0007	3	1	donc	$L1	B	donc	donc	Adv						0	root	0	root									O	B	O	U	O	O	O	O	O	O	O	O	O	O	B	mlh3	B	motherless-dis-weak	ml	B	dis-weak	ml	B	dis-weak	ml	B	ll	_	0			3.767114	4.057877	200.00000000000017	224.99999999999986	93.196832248201	92.35488014849587
D0007	3	2	 			 	 																																																							
D0007	3	3	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	B	O	O	O	O	O	O	O	O	O	U	O	I	mlh3	L	motherless-dis-weak	ml	L	dis-weak	ml	L	dis-weak	ml	L	ll	W	W	H		4.057877	4.307114	340.0000000000003	197.9536666666665	92.30085479275058	92.84641760211422
D0007	3	4	 			 	 																																																							
D0007	3	5	c	$L1	B	c'	ce	Cl			3	sg	masc	7	sub	7	sub									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	B	motherless	lh	B	weak	lh	B	weak	lh	B	ll	0	W	H		4.307114	4.357114	340.0000000000003	197.9536666666665	92.30085479275058	92.84641760211422
D0007	3	6	'	$L1	I																					I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	I	motherless	lh	I	weak	lh	I	weak	lh	I	ll	0	W	H		4.307114	4.357114	340.0000000000003	197.9536666666665	92.30085479275058	92.84641760211422
D0007	3	7	est	$L1	B	est	être	V	indicative	present	3	sg		0	root	0	root									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	I	motherless	lh	I	weak	lh	I	weak	lh	L	ll	0	0	H		4.357114	4.417114	109.99999999999943	223.46525000000017	92.40890550424116	93.1292880321765
D0007	3	8	 			 	 																																																							
D0007	3	9	pas	$L1	B	pas	pas	Adv						7	ad	7	ad									L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	I	motherless	lh	I	weak	lh	I	weak	lh	U	ml	0	0	H		4.417114	4.700975	283.86099999999993	160.00000000000003	92.9335150539005	93.37771120736913
D0007	3	10	 			 	 																																																							
D0007	3	11	c	$L1	B	c'	ce	Cl			3	sg	masc	13	sub	13	sub									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	I	motherless	lh	I	weak	lh	I	weak	lh	B	lm	0	0	H		4.700975	4.730975	283.86099999999993	160.00000000000003	92.9335150539005	93.37771120736913
D0007	3	12	'	$L1	I																					I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	I	motherless	lh	I	weak	lh	I	weak	lh	I	lm	0	0	H		4.700975	4.730975	283.86099999999993	160.00000000000003	92.9335150539005	93.37771120736913
D0007	3	13	est	$L1	B	est	être	V	indicative	present	3	sg		7	para_disfl					7	para_disfl	0	root_inherited			I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	I	motherless	lh	I	weak	lh	I	weak	lh	L	lm	0	0			4.730975	4.770975	70.00000000000028	165.96524999999994	94.08595003385392	94.29999818765317
D0007	3	14	 			 	 																																																							
D0007	3	15	pas	$L1	B	pas	pas	Adv						13	ad	13	ad									L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	L	motherless	lh	L	weak	lh	L	weak	lh	U	mh	W	W			4.770975	4.890975	120.00000000000011	185.7547500000001	94.71513449863085	94.763882919917
D0007	3	16	 			 	 																																																							
D0007	3	17	tout	$L1	B	tout	tout	Adv				sg	masc	19	dep	19	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mlh3	B	filled-dis	mm	B	filled-dis	mm	U	weak	mm	U	mm	W	W			4.890975	5.040975	150.00000000000034	143.0526666666667	97.14243769384018	94.56490447685272
D0007	3	18	 			 	 																																																							
D0007	3	19	près	$L1	B	près	près	Adj				sg	masc/fem	13	obl	13	obl					7	obl_inherited			O	I	I	O	O	O	O	O	O	O	O	O	O	O	L	mlh3	L	filled-dis	mm	L	filled-dis	mm	U	filled-dis	mm	U	mm	S	S		0.404736	5.040975	5.280133	239.15799999999976	135.00000000000023	94.89362889807339	95.92878609623551
D0007	3	20	 			 	 																																																							
D0007	3	21	euh	$L1	B	euh	euh	I						0	root	0	root									O	L	L	O	O	O	O	O	O	O	O	O	U	O	B	mmh3	U	filled-pause	mm	U	filled-pause	mm	U	filled-pause	mm	U	mm	_	S	H	0.321173	5.684869	6.334869	650.0000000000003		94.37544641895221	
D0007			 			 	 																																																							
D0007	4	1	moi	$L1	B	moi	moi	Pro			1	sg		0	root	0	root									O	B	O	U	O	O	O	O	O	O	O	O	O	O	I	mmh3	U	lone	mhH2	U	strong	mhH2	U	strong	mhH2	U	mhH2	_	S			6.656042	6.856746	200.704	153.99450000000004	96.72076877895587	97.39443803372686
D0007	4	2	 			 	 																																																							
D0007	4	3	je	$L1	B	je	je	Cl			1	sg		7	sub	7	sub									O	I	B	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	B	motherless	hh	B	weak	hh	B	dis-weak	hh	B	hm	0	S			6.856746	6.913494	200.704	153.99450000000004	96.72076877895587	97.39443803372686
D0007	4	4	 			 	 																																																							
D0007	4	5	vous	$L1	B	vous	vous	Cl			2	pl		7	obl	7	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	I	motherless	hh	I	weak	hh	L	dis-weak	hh	L	hm	0	0			6.913494	7.010528	153.78199999999964	207.04033333333348	97.59178282487599	97.08294672204329
D0007	4	6	 			 	 																																																							
D0007	4	7	conseillerais	$L1	B	conseillerais	conseiller	V	indicative	conditional	1	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	L	motherless	hh	L	weak	hh	U	weak	hm	U	mm	0	W			7.010528	7.806746	198.68600000000038	220.0009999999999	96.08824262062424	96.38325266490074
D0007	4	8	 			 	 																																																							
D0007	4	9	de	$L1	B	de	de	Pre						7	obj	7	obj									U	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	U	tail	mm	U	tail	mm	U	tail	mm	U	mm	0	0	H	0.145123999999999	7.806746	8.023424	216.67799999999994	187.90050000000002	94.79388593077377	96.55656826997823
D0007	4	10	 			 	 																																																							
D0007	4	11	d	$L1	B	d'	de	Pre						9	para_disfl					9	para_disfl	7	obj_inherited			B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	B	motherless-dis-weak	lm	B	dis-weak	lm	B	dis-weak	lm	B	lm	_	_	_		8.168548	8.208548				
D0007	4	12	'	$L1	I																					L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	I	motherless-dis-weak	lm	I	dis-weak	lm	I	dis-weak	lm	L	lm	_	_	_		8.168548	8.208548				
D0007	4	13	aller	$L1	B	aller	aller	V	infinitive					11	dep	11	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	L	motherless-dis-weak	lm	L	dis-weak	lm	L	dis-weak	lm	U	mm	0	W	H		8.208548	8.438548	160.00000000000014	199.9999999999999	94.81451304438397	94.56702242859757
D0007	4	14	 			 	 																																																							
D0007	4	15	tout	$L1	B	tout	tout	Adv				sg	masc	19	dep	19	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	B	lone	mhm2	B	strong	mhm2	B	strong	mhm3	U	mL	0	0	H		8.438548	8.598548	159.99999999999835	174.86300000000065	94.64660867444721	94.68835278166712
D0007	4	16	 			 	 																																																							
D0007	4	17	euh	$L1	B	euh	euh	I						0	root	0	root									I	I	I	O	O	O	O	O	O	O	O	O	U	O	I	mmh3	I	lone	mhm2	I	strong	mhm2	I	strong	mhm3	U	mm	0	0	H		8.598548	8.928548	330.00000000000006	141.92274999999998	94.19415068737132	95.1167342870836
D0007	4	18	 			 	 																																																							
D0007	4	19	&		B	&	&	Adv						13	obl	13	obl																																													
D0007	4	20	 			 	 																																																							
D0007	4	21	de	$L1	B	de	de	Pre						11	para_reform					11	para_reform	7	obj_inherited			B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	I	lone	mhm2	I	strong	mhm2	L	strong	mhm3	U	mm	0	0			8.928548	9.028	99.4520000000012	190.13699999999955	94.88443947093899	95.59749146664116
D0007	4	22	 			 	 																																																							
D0007	4	23	traverser	$L1	B	traverser	traverser	V	infinitive					21	dep	21	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	I	lone	mhm2	I	strong	mhm2	B	strong	hh	B	hh	S	S			9.028	9.406369	129.999999999999	127.637	98.00423840804132	96.79248516508056
D0007	4	24	 			 	 																																																							
D0007	4	25	les	$L1	B	les	le	D				pl	masc	27	dep	27	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	L	lone	mhm2	L	strong	mhm2	L	strong	hh	L	hh	0	S			9.406369	9.428548	129.999999999999	127.637	98.00423840804132	96.79248516508056
D0007	4	26	 			 	 																																																							
D0007	4	27	jardins	$L1	B	jardins	jardin	N				pl	masc	23	obj	23	obj									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	B	lone	mHm2	B	strong	mHm2	B	strong	mHm2	U	mm	0	0			9.428548	9.668548	109.99999999999943	152.11375000000027	96.29787197599822	96.90121862312402
D0007	4	28	 			 	 																																																							
D0007	4	29	de	$L1	B	de	de	Pre						27	dep	27	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmh3	I	lone	mHm2	I	strong	mHm2	I	strong	mHm2	U	mm	0	0			9.668548	9.728548	60.0000000000005	176.151666666667	96.05033629429114	96.61605725538729
D0007	4	30	 			 	 																																																							
D0007	4	31	ville	$L1	B	ville	ville	N				sg	fem	29	dep	29	dep									L	L	L	O	O	O	O	O	O	O	O	O	O	O	L	mmh3	L	lone	mHm2	L	strong	mHm2	L	strong	mHm2	U	mH	S	S		0.134614999999998	9.728548	10.017003	288.4550000000008	84.99999999999997	96.22743761058575	96.17410413514469
D0007			 			 	 																																																							
D0007	5	1	vous	$L1	B	vous	vous	Cl			2	pl		3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	mm	B	included	mm	B	weak	mm	B	weak	mm	U	mm	_	0			10.151618	10.262907	160.00000000000014	150.00000000000034	93.85170497818356	94.47174733114086
D0007	5	2	 			 	 																																																							
D0007	5	3	retombez	$L1	B	retombez	retomber	V	indicative	present	2	pl		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mm	L	weak	mm	L	weak	mm	U	mm	0	W			10.262907	10.611618	150.00000000000034	214.73600000000027	94.57456350451095	93.83482484864905
D0007	5	4	 			 	 																																																							
D0007	5	5	sur	$L1	B	sur	sur	Pre						3	obl	3	obl									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mm	B	strong	mhl1	B	weak	ml	U	ml	0	0	H		10.611618	10.781618	169.99999999999994	197.26975000000024	94.19751733745895	93.9548801944882
D0007	5	6	 			 	 																																																							
D0007	5	7	la	$L1	B	la	le	D				sg	fem	9	dep	9	dep									L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mm	I	strong	mhl1	I	weak	ml	U	lm	0	0	H		10.781618	11.125772	378.94400000000064	128.30699999999996	92.9211459211829	93.98009761179179
D0007	5	8	 			 	 																																																							
D0007	5	9	&		B	&	&	N						5	dep	5	dep																																													
D0007	5	10	 			 	 																																																							
D0007	5	11	sur	$L1	B	sur	sur	Pre						5	para_disfl					5	para_disfl	3	obl_inherited			B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mm	I	strong	mhl1	I	weak	ml	U	Lm	0	0			11.160562	11.270697	110.13499999999965	202.20225000000002		
D0007	5	12	 			 	 																																																							
D0007	5	13	la	$L1	B	la	le	D				sg	fem	15	dep	15	dep									L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mm	I	strong	mhl1	I	weak	ml	U	ml	0	0			11.270697	11.35379	83.09299999999986	213.96274999999986	93.16821199340548	93.33395103303194
D0007	5	14	 			 	 																																																							
D0007	5	15	place	$L1	B	place	place	N				sg	fem	11	dep	11	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mm	I	strong	mhl1	L	weak	ml	U	ml	W	W			11.35379	11.530562	176.7719999999997	140.034	93.19167952799337	94.34292017603042
D0007	5	16	 			 	 																																																							
D0007	5	17	Grenette	$L1	B	Grenette	Grenette	N				sg	fem	15	dep	15	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	L	mm	L	included	mm	L	strong	mhl1	U	strong	lH	U	mH	0	S		0.710207	11.530562	11.89747	176.90800000000095	183.3859999999996	95.97152088476619	93.54035358895646
D0007			 			 	 																																																							
D0007	6	1	ensuite	$L1	B	ensuite	ensuite	Adv						5	ad	5	ad									O	B	O	O	U	O	O	O	O	O	O	O	O	O	B	mH	U	motherless	mh	U	weak	mh	U	weak	mh	U	mh	_	W			12.607677	12.867677	135.79900000000043	131.40033333333298	96.94127532099964	95.43991401478054
D0007	6	2	 			 	 																																																							
D0007	6	3	vous	$L1	B	vous	vous	Cl			2	pl		5	sub	5	sub									O	I	B	O	O	O	O	O	O	O	O	O	O	O	I	mH	B	motherless	hm	B	weak	hm	B	weak	hm	U	hm	0	0			12.867677	13.007677	139.9999999999988	160.14000000000016	96.32777648485563	95.38432554680757
D0007	6	4	 			 	 																																																							
D0007	6	5	allez	$L1	B	allez	aller	V	indicative	present	2	pl		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mH	L	motherless	hm	L	weak	hm	L	weak	hm	U	mm	0	W			13.007677	13.388237	250.56000000000012	198.17024999999998	94.60406130674468	95.26604550535345
D0007	6	6	 			 	 																																																							
D0007	6	7	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	U	O	I	mH	U	lone-dis-strong	mm	U	dis-strong	mm	U	dis-strong	mm	U	mm	S	S	H		13.388237	13.717236	328.99899999999957	310.3145000000005	94.18460760583201	95.18464762417035
D0007	6	8	 			 	 																																																							
D0007	6	9	jusqu	$L1	B	jusqu'à+les	jusqu'à+le	Pre+D						5	obl	5	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mH	B	motherless-dis-weak	hm	B	dis-weak	hm	B	dis-weak	hm	B	hm	S	S			13.717236	13.980918	193.6820000000008	364.96524999999957	95.36400906056672	94.68900186934559
D0007	6	10	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mH	I	motherless-dis-weak	hm	I	dis-weak	hm	I	dis-weak	hm	I	hm	S	S			13.717236	13.980918	193.6820000000008	364.96524999999957	95.36400906056672	94.68900186934559
D0007	6	11	aux	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mH	L	motherless-dis-weak	hm	L	dis-weak	hm	L	dis-weak	hm	L	hm	W	W	H		13.980918	14.577934	667.0160000000003	211.41625000000008	95.58273125921056	94.44720528996578
D0007	6	12	 			 	 																																																							
D0007	6	13	lignes	$L1	B	lignes	ligne	N				pl	fem	9	dep	9	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mH	B	lone	mH	B	strong	mH	B	strong	mH	U	mm	0	0			14.577934	14.79122	213.2859999999983	326.1315000000007	94.38460730559504	94.74139491130441
D0007	6	14	 			 	 																																																							
D0007	6	15	de	$L1	B	de	de	Pre						13	dep	13	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mH	I	lone	mH	I	strong	mH	I	strong	mH	U	mm	0	0			14.79122	14.900918	109.69800000000163	404.8106666666662	93.85559718786926	94.71019356745889
D0007	6	16	 			 	 																																																							
D0007	6	17	tram	$L1	B	tram	tram	N				sg	masc	15	dep	15	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	L	mH	L	lone	mH	L	strong	mH	L	strong	mH	U	mH	S	S		0.581631	14.900918	15.235048	334.13000000000005	161.49199999999996	94.16324213757106	94.12010224673216
D0007			 			 	 																																																							
D0007	7	1	là	$L1	B	là	là	Adv						5	ad	5	ad									O	B	O	O	U	O	O	O	O	O	O	O	O	O	B	hhm2	U	lone	mmh2	U	strong	mmh2	U	strong	mmh2	U	mmh2	_	S			15.816679	16.106514	289.83500000000004	244.39600000000007	97.25134697498069	95.89657878021403
D0007	7	2	 			 	 																																																							
