Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0011			 			 	 																																																							
M0011	1	1	alors	$L1	B	alors	alors	Adv						0	root	0	root									O	B	O	U	O	O	O	O	O	O	O	O	O	U	B	ml	U	lone	ml	U	strong	ml	U	strong	ml	U	ml	0	S		0.156041	0.054663	0.33583	220.20700000000002	60.96	77.42943773214915	82.48341383030584
M0011	1	2	 			 	 																																																							
M0011	1	3	donc	$L1	B	donc	donc	Adv						0	root	0	root									O	I	O	U	O	O	O	O	O	O	O	O	O	O	B	hm	U	lone	Hl	U	strong	Hl	U	strong	Hl	U	Hl	_	S			0.491871	0.661871	169.99999999999997	113.93399999999998	83.90595916715692	82.18982942033756
M0011	1	4	 			 	 																																																							
M0011	1	5	pour	$L1	B	pour	pour	Pre						29	ad	29	ad									O	I	O	O	B	O	O	O	O	O	O	O	O	O	I	hm	B	lone	hl	B	strong	hl	B	strong	hl	U	mm	0	0			0.661871	0.849739	157.868	136.66666666666666	81.95896040600374	82.46120321573561
M0011	1	6	 			 	 																																																							
M0011	1	7	aller	$L1	B	aller	aller	V	infinitive			sg		5	dep	5	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hm	L	lone	hl	L	strong	hl	L	strong	hl	U	ml	0	S		0.122234	0.849739	1.059739	170.00000000000003	113.93399999999998	81.05695204537855	82.18982942033756
M0011	1	8	 			 	 																																																							
M0011	1	9	de	$L1	B	de	de	Pre						7	obl	7	obl									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hm	U	lone	mm	U	strong	mm	U	strong	mm	U	mm	_	S		0.16	1.181973	1.481973	300.00000000000006		82.86337178203726	
M0011	1	10	 			 	 																																																							
