Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D2006			 			 	 																																																							
D2006	1	1	le	$L1	B	le	le	D				sg	masc	3	dep	3	dep									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	hhl3	B	lone	hmL2	B	strong	hmL2	B	strong	hmL2	U	hh	0	0			0	0.095	95.0	271.3435	96.47107924612253	93.7787375048586
D2006	1	2	 			 	 																																																							
D2006	1	3	programme	$L1	B	programme	programme	N				sg	masc	13	sub	13	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hhl3	L	lone	hmL2	L	strong	hmL2	L	strong	hmL2	U	Lmh2	0	S			0.095	0.637687	382.687	144.33425	92.53285670704102	94.51527262930102
D2006	1	4	 			 	 																																																							
D2006	1	5	monsieur	$L1	B	monsieur	monsieur	N				sg	masc	0	root	0	root									O	I	I	O	O	B	O	O	O	O	O	O	O	O	I	hhl3	B	included	mh	U	weak	mm	U	weak	mm	U	mm	0	W			0.637687	0.960024	187.337	203.17174999999997	92.6937530569481	92.58515629587251
D2006	1	6	 			 	 																																																							
D2006	1	7	le	$L1	B	le	le	D				sg	masc	11	dep	11	dep									O	I	I	O	O	I	O	O	O	O	O	O	O	O	I	hhl3	I	included	mh	B	strong	mhl2	B	weak	ml	U	mm	0	0			0.960024	1.085024	125.0	150.89149999999998	92.20084007686626	92.48969372660983
D2006	1	8	 			 	 																																																							
D2006	1	9	premier	$L1	B	premier	premier	Adj				sg	masc	11	dep	11	dep									O	I	I	O	O	I	O	O	O	O	O	O	O	O	I	hhl3	I	included	mh	I	strong	mhl2	L	weak	ml	U	ll	0	W			1.085024	1.366253	111.22900000000003	188.43675	91.65809344990843	92.82889485041312
D2006	1	10	 			 	 																																																							
D2006	1	11	ministre	$L1	B	ministre	ministre	N				sg	masc	5	dep	5	dep									O	I	I	O	O	L	O	O	O	O	O	O	O	O	L	hhl3	L	included	mh	L	strong	mhl2	U	strong	lh	U	mmh3	0	S		0.8526	1.366253	1.825	336.732	116.622	94.75241388316526	92.14256520170196
D2006	1	12	 			 	 																																																							
D2006	1	13	comporte	$L1	B	comporte	comporter	V	indicative	present				0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	B	mmL3	B	lone	lhl2	B	strong	lhl2	B	weak	llm2	B	ll	_	S			2.6776	3.2226	280.0000000000002	198.33333333333326	93.16091658178394	91.49709311841113
D2006	1	14	 			 	 																																																							
D2006	1	15	un	$L1	B	un	un	D				sg	masc	19	dep	19	dep									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mmL3	I	lone	lhl2	I	strong	lhl2	I	weak	llm2	L	ll	0	0			3.2226	3.3726	179.99999999999972	206.25000000000006	90.09630239430653	92.4344086302975
D2006	1	16	 			 	 																																																							
