Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0005			 			 	 																																																							
M0005	1	1	donc	$L1	B	donc	donc	Adv						0	root	0	root									O	B	O	U	O	O	O	O	O	O	O	O	O	O	B	mm	U	lone	lh	U	strong	lh	U	strong	lh	U	mh	0	S			4.017534	4.360311	202.7770000000002	227.53933333333325	96.46882056108035	92.70585377477035
M0005	1	2	 			 	 																																																							
M0005	1	3	alors	$L1	B	alors	alors	Adv						0	root	0	root									O	I	O	U	O	O	O	O	O	O	O	O	O	O	I	mm	B	motherless	hhl2	B	weak	hhl2	B	weak	hhl2	U	hl	0	0			4.360311	4.711833	271.52200000000005	198.4682499999999	94.06973158279341	93.19715974188885
M0005	1	4	 			 	 																																																							
M0005	1	5	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	O	O	B	O	O	O	O	O	O	O	U	O	I	mm	I	motherless	hhl2	I	weak	hhl2	I	weak	hhl2	U	ll	0	0	H		4.711833	4.902929	191.09599999999995	186.07474999999997	91.40844966824503	94.20303644606764
M0005	1	6	 			 	 																																																							
M0005	1	7	pour	$L1	B	pour	pour	Pre						27	ad	27	ad									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	mm	I	motherless	hhl2	I	weak	hhl2	I	weak	hhl2	U	mm	0	0			4.902929	5.082929	179.99999999999972	172.65700000000007	92.27198866495743	93.88694651328886
M0005	1	8	 			 	 																																																							
M0005	1	9	aller	$L1	B	aller	aller	V	infinitive					7	dep	7	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	mm	L	motherless	hhl2	L	weak	hhl2	L	weak	hhl2	U	mh	0	W			5.082929	5.310939	138.01000000000042	122.99749999999987	96.06799982667758	94.24869289600294
M0005	1	10	 			 	 																																																							
M0005	1	11	à	$L1	B	à	à	Pre						9	obl	9	obl									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	mm	B	lone-dis-strong	hLH3	B	dis-strong	hLH3	B	strong	hhl2	U	hm	0	0			5.310939	5.392929	81.98999999999934	169.5025000000001	97.23622184450065	94.34600739716898
M0005	1	12	 			 	 																																																							
M0005	1	13	La	$L1	B	La	le	D				sg	masc/fem	15	dep	15	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	mm	I	lone-dis-strong	hLH3	I	dis-strong	hLH3	I	strong	hhl2	U	mm	0	0			5.392929	5.532929	140.00000000000057	204.99999999999986	93.48495609911426	96.01475092141827
M0005	1	14	 			 	 																																																							
M0005	1	15	Nef	$L1	B	Nef	Nef	N				sg	masc/fem	11	dep	11	dep									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	mm	I	lone-dis-strong	hLH3	I	dis-strong	hLH3	L	strong	hhl2	U	lh	S	S			5.532929	5.842929	309.9999999999996	300.57475	93.82946868744462	95.3432256498952
M0005	1	16	 			 	 																																																							
M0005	1	17	Chavant	$L1	B	Chavant	Chavant	N				sg	masc/fem	15	dep	15	dep									O	I	O	O	L	O	O	O	O	O	O	O	O	O	I	mm	L	lone-dis-strong	hLH3	L	dis-strong	hLH3	U	dis-strong	mLH3	U	mLH3	W	S	H	0.211707	5.842929	6.823238	690.3090000000001	299.99999999999983	93.72641132891566	95.37739100724741
M0005	1	18	 			 	 																																																							
M0005	1	19	donc	$L1	B	donc	donc	Adv						0	root	0	root									O	I	O	U	O	O	O	O	O	O	O	O	O	O	I	mm	U	lone	mm	U	strong	mm	U	strong	mm	U	mm	_	S			7.034945	7.488642	453.697	256.9370000000002	94.27629077008655	93.41299434652672
M0005	1	20	 			 	 																																																							
M0005	1	21	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	B	O	O	O	O	O	O	O	O	O	U	O	I	mm	B	included	mml1	B	weak	mmm2	B	weak	mmm2	U	ml	0	0	H		7.488642	7.82984	341.1980000000003	262.93399999999986	92.89677147717114	94.4092858601825
M0005	1	22	 			 	 																																																							
M0005	1	23	il	$L1	B	il	il	Cl			3	sg	masc	25	sub	25	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mml1	I	weak	mmm2	I	weak	mmm2	U	mm	0	0			7.82984	8.002516	172.67600000000004	334.33100000000013	93.92921721588229	94.32478379250254
M0005	1	24	 			 	 																																																							
M0005	1	25	faut	$L1	B	faut	falloir	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mml1	I	weak	mmm2	I	weak	mmm2	U	mm	0	0			8.002516	8.164945	162.4289999999995	280.9685000000004	95.02234959457864	94.19406247719033
M0005	1	26	 			 	 																																																							
M0005	1	27	prendre	$L1	B	prendre	prendre	V	infinitive					25	pred	25	pred									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mm	I	included	mml1	L	weak	mmm2	L	weak	mmm2	U	mm	W	W			8.164945	8.544945	380.0000000000008	251.14749999999987	95.10372332817388	94.5685127789049
