Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D0002			 			 	 																																																							
D0002	1	1	euh	$L1	B	euh	euh	I						0	root	0	root									O	B	B	O	O	O	O	O	O	O	O	O	U	O	B	Lm	U	filled-pause	_	U	filled-pause	_	U	filled-pause	_	U	_	0	0	H		0.035	0.71	674.9999999999999	110.00000000000004		
D0002	1	2	 			 	 																																																							
D0002	1	3	ils	$L1	B	ils	il	Cl			3	pl	masc	5	sub	5	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	B	included	LlL1	B	weak	LL	B	weak	LL	U	_	0	0	H		0.71	0.86	150.00000000000003	271.25	81.0519922743613	81.35976413218559
D0002	1	4	 			 	 																																																							
D0002	1	5	avaient	$L1	B	avaient	avoir	V	indicative	imperfect	3	pl		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	included	LlL1	I	weak	LL	I	weak	LL	U	LL	0	0	H		0.86	1.13	199.99999999999986	110.00000000000007	81.16199822960965	81.39740044722582
D0002	1	6	 			 	 																																																							
D0002	1	7	&		B	&	&	N				sg	masc/fem	5	obj	5	obj																																													
D0002			 			 	 																																																							
D0002	2	1	j	$L1	B	j'	je	Cl			1	sg		3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	included	LlL1	I	weak	LL	I	weak	LL	B	LL	0	W			1.13	1.35	80.00000000000007	174.99999999999997	81.62031534759484	83.15905301360048
D0002	2	2	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	included	LlL1	I	weak	LL	I	weak	LL	I	LL	0	W			1.13	1.35	80.00000000000007	174.99999999999997	81.62031534759484	83.15905301360048
D0002	2	3	avais	$L1	B	avais	avoir	V	indicative	imperfect	1	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	included	LlL1	L	weak	LL	L	weak	LL	L	LL	0	W			1.13	1.35	80.00000000000007	174.99999999999997	81.62031534759484	83.15905301360048
D0002	2	4	 			 	 																																																							
D0002	2	5	de	$L1	B	de la	du	D				sg	fem	9	dep	9	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	included	LlL1	B	strong	mm	B	strong	mm	B	LL	0	W			1.35	1.38	80.00000000000007	174.99999999999997	81.62031534759484	83.15905301360048
D0002	2	6	 		I																																																									
D0002	2	7	la	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	included	LlL1	I	strong	mm	I	strong	mm	L	LL	0	0			1.38	1.47	119.99999999999989	132.50000000000006	83.53521584981544	83.95698248061265
D0002	2	8	 			 	 																																																							
D0002	2	9	chance	$L1	B	chance	chance	N				sg	fem	3	obj	3	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	L	included	LlL1	L	strong	mm	L	strong	mm	U	mm	S	S			1.47	1.71	240.0	99.99999999999997	87.07412627066542	84.25177310968971
D0002	2	10	 			 	 																																																							
D0002	2	11	d	$L1	B	d'	de	Pre						9	dep	9	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	B	lone	mll3	B	strong	mll3	B	strong	mll3	B	lll1	0	0			1.71	1.91	129.9999999999999	145.66875000000007	85.58294464146961	85.77509816336489
D0002	2	12	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	lone	mll3	I	strong	mll3	I	strong	mll3	I	lll1	0	0			1.71	1.91	129.9999999999999	145.66875000000007	85.58294464146961	85.77509816336489
D0002	2	13	avoir	$L1	B	avoir	avoir	V	infinitive					11	dep	11	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	lone	mll3	I	strong	mll3	I	strong	mll3	L	lll1	0	0			1.71	1.91	129.9999999999999	145.66875000000007	85.58294464146961	85.77509816336489
D0002	2	14	 			 	 																																																							
D0002	2	15	des	$L1	B	des	un	D				pl	masc	17	dep	17	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	lone	mll3	I	strong	mll3	I	strong	mll3	U	ll	0	0			1.91	2.05	70.00000000000006	147.50000000000003	84.8869550545649	85.39123638900273
D0002	2	16	 			 	 																																																							
D0002	2	17	enfants	$L1	B	enfants	enfant	N				pl	masc	13	obj	13	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	L	lone	mll3	L	strong	mll3	L	strong	mll3	U	ll	0	S			2.05	2.37	187.32499999999996	143.16875000000002	84.84268958631209	84.15038679866818
D0002	2	18	 			 	 																																																							
D0002	2	19	qui	$L1	B	qui	qui	Qu						21	sub	21	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	B	filled-dis	Lll3	B	filled-dis	Lll3	U	weak	LL	U	_	0	0			2.37	2.43	60.00000000000006	184.77924999999996	84.6332369659267	83.60253875318863
D0002	2	20	 			 	 																																																							
D0002	2	21	travaillaient	$L1	B	travaillaient	travailler	V	indicative	imperfect	3	pl		17	dep	17	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	L	filled-dis	Lll3	L	filled-dis	Lll3	U	filled-dis	Lll3	U	Lll2	W	S			2.43	3.121936	342.81899999999996	170.727	84.05815905613355	82.81145836071855
D0002	2	22	 			 	 																																																							
D0002	2	23	euh	$L1	B	euh	euh	I						0	root	0	root									O	L	L	O	O	O	O	O	O	O	O	O	U	O	I	Lm	U	filled-pause	ll	U	filled-pause	ll	U	filled-pause	ll	U	ll	0	0	H	0.4431	3.121936	3.285	163.0640000000003	225.96799999999996	83.73760438406346	83.27213465419746
D0002			 			 	 																																																							
D0002	3	1	je	$L1	B	je	je	Cl			1	sg		3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	B	O	I	Lm	B	included	ml	U	weak	ml	U	weak	ml	U	ml	_	W			3.7281	3.8831	155.00000000000026	144.9999999999998	86.78511289275326	85.47980588587555
D0002	3	2	 			 	 																																																							
D0002	3	3	dirais	$L1	B	dirais	dire	V	indicative	conditional	1	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	L	O	I	Lm	L	included	ml	U	strong	lll2	U	strong	llL1	U	llL1	W	S			3.8831	4.1731	149.99999999999946	152.00000000000028	85.21329700589774	85.9269594204848
D0002	3	4	 			 	 																																																							
D0002	3	5	c~	$L1	B	c~	c~	Cl			3	sg	masc	7	para_disfl					7	para_disfl	9	sub_inherited			U	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	U	tail	ll	U	tail	ll	U	tail	ll	U	ll	0	0	H	0.1796	4.1731	4.3341	161.00000000000048	144.9999999999998	85.24945060284783	85.47980588587555
D0002	3	6	 			 	 																																																							
D0002	3	7	c	$L1	B	c'	ce	Cl			3	sg	masc	9	sub	9	sub									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	B	tail	mm	B	tail	mm	B	tail	mm	B	mm	_	0	H		4.5137	4.9895	178.84299999999965	296.95699999999994	77.33788910332315	
D0002	3	8	'	$L1	I																					L	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	tail	mm	I	tail	mm	I	tail	mm	I	mm	_	0	H		4.5137	4.9895	178.84299999999965	296.95699999999994	77.33788910332315	
D0002	3	9	était	$L1	B	était	être	V	indicative	imperfect	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	L	tail	mm	L	tail	mm	L	tail	mm	L	mm	_	0	H	0.3942	4.5137	4.9895	178.84299999999965	296.95699999999994	77.33788910332315	
D0002	3	10	 			 	 																																																							
D0002	3	11	&		B	&	&	X						9	pred	9	pred																																													
D0002			 			 	 																																																							
D0002	4	1	ils	$L1	B	ils	il	Cl			3	pl	masc	3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	I	Lm	B	lone	hL	B	strong	hL	U	weak	hl	U	hm	_	0			5.3837	5.4687	84.99999999999997	129.9999999999999	90.23316895298478	85.65242072272952
D0002	4	2	 			 	 																																																							
D0002	4	3	préféraient	$L1	B	préféraient	préférer	V	indicative	imperfect	3	pl		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	L	lone	hL	L	strong	hL	U	strong	mL	U	lL	W	S			5.4687	5.9087	179.99999999999972	130.0000000000001	84.96051425990971	85.3962333357705
D0002	4	4	 			 	 																																																							
D0002	4	5	rigoler	$L1	B	rigoler	rigoler	V	infinitive					3	obj	3	obj									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	B	included	lHH3	U	weak	ll	U	weak	ll	U	lm	0	W			5.9087	6.3787	209.99999999999997	137.50000000000017	86.03008389676732	84.86766502138127
D0002	4	6	 			 	 																																																							
D0002	4	7	que	$L1	B	que	que	CS						3	ad	3	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	included	lHH3	B	strong	LHH3	B	strong	mL	B	mm	0	0			6.3787	6.4487	99.99999999999964	152.50000000000009	85.48863276421434	84.54687763258596
D0002	4	8	 			 	 																																																							
D0002	4	9	de	$L1	B	de	de	Pre						7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	Lm	I	included	lHH3	I	strong	LHH3	L	strong	mL	L	mm	S	0			6.4487	6.4787	99.99999999999964	152.50000000000009	85.48863276421434	84.54687763258596
D0002	4	10	 			 	 																																																							
D0002	4	11	travailler	$L1	B	travailler	travailler	V	infinitive					9	dep	9	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	Lm	L	included	lHH3	L	strong	LHH3	U	strong	LHH3	U	lHH2	S	S			6.4787	7.0275	258.7999999999999	123.75000000000003	90.99657160393713	87.48238208848548
D0002			 			 	 																																																							
D0002	5	1	ils	$L1-$L2	B	ils	il	Cl			3	pl	masc	3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	I	Lm	B	lone	HHl1	B	strong	HHl1	B	strong	mHl1	B	mHH2	0	S			7.0275	8.085356	222.85600000000105	193.74999999999986	94.83311946819447	88.79267003368987
D0002	5	2	 			 	 																																																							
