Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
M0014			 			 	 																																																							
M0014	1	1	alors	$L1	B	alors	alors	Adv						0	root	0	root									O	B	O	O	O	O	O	O	O	O	O	O	O	U	B	hL	B	lone	hhl2	B	strong	hhl2	B	strong	hhl2	B	ll	0	0			1.46785	1.67785	120.00000000000011	109.99999999999994	93.41061020291775	92.08835376334852
M0014	1	2	 			 	 																																																							
M0014	1	3	en	$L1	B	en	en	Pre						0	root	0	root									O	I	B	O	O	O	O	O	O	O	O	O	O	O	I	hL	I	lone	hhl2	I	strong	hhl2	I	strong	hhl2	L	ll	0	0			1.67785	1.74785	99.99999999999987	117.50000000000004	89.02817063599295	93.82387878331127
M0014	1	4	 			 	 																																																							
M0014	1	5	partant	$L1	B	partant	partir	V	present_participle					3	dep	3	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	L	lone	hhl2	L	strong	hhl2	L	strong	hhl2	U	hh	0	S			1.74785	2.03785	120.00000000000011	99.99999999999997	94.64801427627468	92.88502886353604
M0014	1	6	 			 	 																																																							
M0014	1	7	de	$L1	B	de	de	Pre						5	obl	5	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	B	lone	hm	B	strong	hm	B	strong	hm	U	hm	0	0			2.03785	2.09785	60.00000000000006	152.50000000000003	95.92391394720298	93.71470147002893
M0014	1	8	 			 	 																																																							
M0014	1	9	la	$L1	B	la	le	D				sg	fem	11	dep	11	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	I	lone	hm	I	strong	hm	I	strong	hm	U	mm	0	0			2.09785	2.16785	69.99999999999984	150.00000000000003	94.87116340171258	94.2149649177153
M0014	1	10	 			 	 																																																							
M0014	1	11	place	$L1	B	place	place	N				sg	fem	7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	L	lone	hm	L	strong	hm	L	strong	hm	U	mm	S	S			2.16785	2.41785	250.0	107.49999999999993	93.62276073289277	94.15485996905318
M0014	1	12	 			 	 																																																							
M0014	1	13	Paul	$L1	B	Paul	Paul	N				sg	masc	11	dep	11	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	B	lone	mhm1	B	strong	mhm1	U	weak	mm	U	mm	W	W			2.41785	2.58785	169.99999999999994	168.60149999999996	92.66517071449081	94.39335488794143
M0014	1	14	 			 	 																																																							
M0014	1	15	Vallier	$L1	B	Vallier	Vallier	N				sg	fem	13	dep	13	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	L	lone	mhm1	L	strong	mhm1	U	strong	mh	U	mh	0	S			2.58785	2.942256	224.40600000000012	107.49999999999993	95.92030360435407	93.96660018649719
M0014	1	16	 			 	 																																																							
M0014	1	17	pour	$L1	B	pour	pour	Pre						5	ad	5	ad									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	B	included	mml3	B	weak	mhm3	B	weak	mhm3	U	mm	0	0			2.942256	3.042256	60.00000000000006	116.10149999999997	94.41258671598577	94.81793635231767
M0014	1	18	 			 	 																																																							
M0014	1	19	aller	$L1	B	aller	aller	V	infinitive					17	dep	17	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	I	included	mml3	I	weak	mhm3	I	weak	mhm3	U	mm	0	0			3.042256	3.132256	60.00000000000006	89.99999999999997	94.07670420892599	94.35806322308656
M0014	1	20	 			 	 																																																							
M0014	1	21	à	$L1	B	à	à	Pre						19	obl	19	obl									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	I	included	mml3	I	weak	mhm3	I	weak	mhm3	U	mm	0	0			3.132256	3.242256	109.99999999999987	137.50000000000006	93.64528609328474	94.30552488592139
M0014	1	22	 			 	 																																																							
M0014	1	23	la	$L1	B	la	le	D				sg	fem	25	dep	25	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	I	included	mml3	I	weak	mhm3	I	weak	mhm3	U	mm	0	0			3.242256	3.362256	120.00000000000011	158.18050000000005	93.7449285803699	94.33929057916946
M0014	1	24	 			 	 																																																							
M0014	1	25	place	$L1	B	place	place	N				sg	fem	21	dep	21	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hL	I	included	mml3	L	weak	mhm3	L	weak	mhm3	U	mh	W	W			3.362256	3.672256	310.00000000000006	137.83975000000004	94.98788003840389	93.67137026087238
M0014	1	26	 			 	 																																																							
