Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D2001			 			 	 																																																							
D2001	1	1	vous	$L1	B	vous	vous	Cl			2	pl		3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	hl	B	lone	mmh2	B	strong	mmh2	U	weak	hhH3	U	hh	0	0			0.23	0.455	165.0	249.374	81.48317765316717	82.30569243857468
D2001	1	2	 			 	 																																																							
D2001	1	3	étiez	$L1	B	étiez	être	V	indicative	imperfect	2	pl		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	L	lone	mmh2	L	strong	mmh2	U	strong	hmh2	U	hmh2	W	S			0.455	0.893748	338.74799999999993	176.78850000000006	81.48799578621005	81.68586120833986
D2001	1	4	 			 	 																																																							
D2001	1	5	sténodactylo	$L1	B	sténodactylo	sténodactylo	N				sg	masc/fem	3	pred	3	pred									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	hl	U	lone	Hhm2	U	strong	Hhm2	U	strong	hhm2	U	mh	W	S			0.893748	1.969308	332.0670000000001	209.2577499999999	81.52821405091908	78.09381138675968
D2001			 			 	 																																																							
D2001	2	1	vous	$L1	B	vous	vous	Cl			2	pl		3	sub	3	sub									O	B	B	O	O	O	O	O	O	O	O	O	O	O	I	hl	U	motherless	mHl3	U	weak	mHl3	U	weak	mHl3	U	mH	0	0			1.969308	2.185	125.69200000000014	286.077	79.79458789601057	77.58332175034974
D2001	2	2	 			 	 																																																							
D2001	2	3	êtes	$L1	B	êtes	être	V	indicative	present	3	sg		0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	B	motherless	lm	B	weak	lm	B	weak	lm	B	ll	W	W			2.185	2.49	349.99999999999966	226.93975000000012	76.4557998610194	78.16671789000226
D2001	2	4	 			 	 																																																							
D2001	2	5	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	I	O	O	O	O	O	O	O	O	O	U	O	I	hl	I	motherless	lm	I	weak	lm	L	weak	lm	L	ll	0	0	H		2.49	2.775	330.00000000000006	221.42299999999997	74.38226956742153	77.74961940538547
D2001	2	6	 			 	 																																																							
D2001	2	7	directrice	$L1	B	directrice	directrice	N				sg	fem	3	pred	3	pred									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	L	motherless	lm	L	weak	lm	U	weak	mm	U	mm	W	W			2.775	3.63	685.0	156.25	79.01028887247253	76.30855200659079
D2001	2	8	 			 	 																																																							
D2001	2	9	de	$L1	B	de	de	Pre						7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	B	filled-dis	ll	B	filled-dis	ll	B	filled-dis	ll	U	ll	0	0			3.87	3.945	74.99999999999973	425.00000000000006	75.48171573130391	76.41569997298078
D2001	2	10	 			 	 																																																							
D2001	2	11	L	$L1	B	L'	le	D				sg	masc/fem	13	dep	13	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	I	filled-dis	ll	I	filled-dis	ll	I	filled-dis	ll	B	lm	0	S			3.945	4.67	585.0	107.49999999999993	73.86181877004907	75.24305908092566
D2001	2	12	'	$L1	I																					O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hl	I	filled-dis	ll	I	filled-dis	ll	I	filled-dis	ll	I	lm	0	S			3.945	4.67	585.0	107.49999999999993	73.86181877004907	75.24305908092566
D2001	2	13	Express	$L1	B	Express	Express	N				sg	masc/fem	9	dep	9	dep									O	L	L	O	O	O	O	O	O	O	O	O	O	O	L	hl	L	filled-dis	ll	L	filled-dis	ll	L	filled-dis	ll	L	lm	0	S		0.1333	3.945	4.67	585.0	107.49999999999993	73.86181877004907	75.24305908092566
D2001			 			 	 																																																							
D2001	3	1	euh	$L1	B	euh	euh	I						0	root	0	root									O	B	B	O	O	O	O	O	O	O	O	O	U	O	B	lm	U	filled-pause	_	U	filled-pause	_	U	filled-pause	_	U	_	_	0	H		4.8033	5.0583	254.9999999999999	189.99999999999994	71.30945174381417	77.76332991817421
D2001	3	2	 			 	 																																																							
D2001	3	3	deux	$L1	B	deux	deux	D				sg	fem	7	dep	7	dep									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lm	B	included	lm	U	weak	lmh3	U	weak	lmh3	U	lmh3	W	W			5.0583	5.3183	259.9999999999998	184.99999999999991	76.05290174957241	76.28627801089445
D2001	3	4	 			 	 																																																							
D2001	3	5	petites	$L1	B	petites	petit	Adj				pl	fem	7	dep	7	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lm	I	included	lm	B	strong	mm	B	strong	mm	U	mm	0	0			5.3183	5.6183	179.99999999999972	290.56666666666683	78.07562420209317	78.11759181738812
D2001	3	6	 			 	 																																																							
D2001	3	7	phrases	$L1	B	phrases	phrase	N				pl	fem	0	root	0	root									L	I	I	O	O	O	O	O	O	O	O	O	O	O	L	lm	L	included	lm	L	strong	mm	L	strong	mm	U	mm	S	S		0.52	5.6183	6.11	491.70000000000067	149.99999999999991	78.82611561581592	78.77469114443457
D2001	3	8	 			 	 																																																							
D2001	3	9	deux	$L1	B	deux	deux	D				sg	fem	13	dep	13	dep									B	I	I	O	O	O	O	O	O	O	O	O	O	O	B	lh	B	included	lh	U	weak	lh	U	weak	lh	U	lh	_	W			6.63	6.915	285.0000000000001	194.99999999999983	78.33453997827962	79.35711369624933
D2001	3	10	 			 	 																																																							
D2001	3	11	vraies	$L1	B	vraies	vrai	Adj				pl	fem	13	dep	13	dep									I	I	I	O	O	O	O	O	O	O	O	O	O	O	I	lh	I	included	lh	B	strong	mh	B	strong	mh	U	mm	W	W			6.915	7.152558	190.0000000000004	316.6666666666664	80.75527212923022	78.38328306880645
D2001	3	12	 			 	 																																																							
D2001	3	13	options	$L1	B	options	option	N				pl	fem	7	para_reform					7	para_reform	0	root_inherited			L	I	I	O	O	O	O	O	O	O	O	O	O	O	L	lh	L	included	lh	L	strong	mh	L	strong	mh	U	mh	0	S		0.220000000000001	7.152558	7.77	464.9999999999999	194.99999999999983	78.8563539648713	79.35711369624933
D2001	3	14	 			 	 																																																							
D2001	3	15	qui	$L1	B	qui	qui	Qu						17	sub	17	sub									O	I	I	O	O	O	O	O	O	O	O	O	O	O	B	mhl2	B	included	mhl2	B	weak	mml1	B	weak	mml1	U	ml	_	0			7.99	8.105	115.00000000000021	207.94900000000015	78.1400698566639	78.38754914992646
D2001	3	16	 			 	 																																																							
D2001	3	17	dessinent	$L1	B	dessinent	dessiner	V	indicative	present	3	pl		13	dep	13	dep					7	dep_inherited			O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mhl2	I	included	mhl2	L	weak	mml1	L	weak	mml1	U	mmh1	0	W			8.105	8.520898	265.89799999999997	127.2755000000001	79.63360186954232	77.86241033363112
D2001	3	18	 			 	 																																																							
D2001	3	19	votre	$L1	B	votre	son	D				sg	fem	21	dep	21	dep									B	I	I	O	O	O	O	O	O	O	O	O	O	O	I	mhl2	I	included	mhl2	B	strong	mhl2	U	weak	ml	U	ml	0	0			8.520898	8.765	130.0000000000008	164.49649999999983	77.41173592608662	77.799798797524
D2001	3	20	 			 	 																																																							
D2001	3	21	route	$L1	B	route	route	N				sg	fem	17	obj	17	obj									L	L	L	O	O	O	O	O	O	O	O	O	O	O	I	mhl2	I	included	mhl2	I	strong	mhl2	B	strong	lm	U	ll	W	0			8.765	8.976903	137.9860000000015	212.33799999999962	76.41758366023357	77.4349155880905
D2001	3	22	 			 	 																																																							
D2001	3	23	une	$L1	B	une	un	D				sg	fem	25	dep	25	dep									B	B	B	O	O	O	O	O	O	O	O	O	O	O	I	mhl2	I	included	mhl2	I	strong	mhl2	I	strong	lm	B	lm	S	0			8.976903	9.105	137.9860000000015	212.33799999999962	76.41758366023357	77.4349155880905
D2001	3	24	 			 	 																																																							
D2001	3	25	route	$L1	B	route	route	N				sg	fem	21	para_dform					21	para_dform	17	obj_inherited			I	I	I	O	O	O	O	O	O	O	O	O	O	O	L	mhl2	L	included	mhl2	L	strong	mhl2	L	strong	lm	L	lm	S	S		0.74	9.105	9.41	367.01399999999927	138.99300000000014	78.50134029932815	76.40462709954515
D2001	3	26	 			 	 																																																							
D2001	3	27	qui	$L1	B	qui	qui	Qu						29	sub	29	sub									I	I	I	O	O	O	O	O	O	O	O	O	O	O	B	mlm1	B	lone	lmh3	B	strong	lmh3	U	weak	mmh2	U	ml	_	0			10.15	10.265	115.00000000000021	234.99999999999943	76.6743073837205	77.87393110838613
D2001	3	28	 			 	 																																																							
