Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D0005			 			 	 																																																							
D0005	1	1	et	$L2	B	et	et	J						0	root	0	root									B	B	O	O	O	O	O	O	O	O	O	O	O	O	B	mm	U	motherless-dis-weak	mm	U	dis-weak	mm	U	dis-weak	mm	U	mm	0	W	H		1.4681	1.776179	308.079	685.7850000000001	96.43260266485811	96.04703356020059
D0005	1	2	 			 	 																																																							
D0005	1	3	euh	$L2	B	euh	euh	I						0	root	0	root									L	I	O	B	O	O	O	O	O	O	O	O	U	O	I	mm	B	motherless	mm	B	weak	mm	B	weak	mm	U	mm	0	0	H		1.776179	3.0031	1226.9209999999998	234.12666666666667	95.29744837684274	96.84582226102751
D0005	1	4	 			 	 																																																							
D0005	1	5	et	$L2	B	et	et	J						1	para_disfl					1	para_disfl	0	root_inherited			U	I	O	O	O	O	O	O	O	O	O	O	O	O	I	mm	L	motherless	mm	L	weak	mm	L	weak	mm	U	mm	0	0			3.0031	3.147749	144.64900000000026	535.7877499999998	96.79661874355844	96.27567536807118
D0005	1	6	 			 	 																																																							
D0005	1	7	donc	$L2	B	donc	donc	Adv						0	root	0	root									O	I	O	L	O	O	O	O	O	O	O	O	O	O	I	mm	B	lone-dis-strong	hm	B	dis-strong	hm	B	dis-strong	hm	B	hm	W	W			3.147749	3.480619	249.65199999999976	576.6896666666668	97.308245374666	96.05282405877301
D0005	1	8	 			 	 																																																							
D0005	1	9	euh	$L2	B	euh	euh	I						0	root	0	root									O	I	B	O	O	O	O	O	O	O	O	O	U	O	I	mm	L	lone-dis-strong	hm	L	dis-strong	hm	L	dis-strong	hm	L	hm	S	S	H	0.3548	3.480619	3.7559	358.49900000000014	197.1505	96.06440505591783	97.0524320591122
