Text_ID	Tree_ID	Token_ID	Token	Speaker	Word_span	Wordform	Lemma	POS	Mood	Tense	Person	Number	Gender	ID_dep	Type_dep	ID_plain	Type_plain	ID_junc	Type_junc	ID_para	Type_para	ID_inherited	Type_inherited	ID_junc_inherited	Type_junc_inherited	Layer	IU	Nucleus	Prenucleus	Gov_nucleus	Innucleus	Gov_innucleus	Postnucleus	Gov_postnucleus	IU_parenthesis	IU_graft	IU_embedded	Associated_nucleus	Intro_IU	Period	Period_tone	Package	Package_type	Package_tone	Group	Group_type	Group_tone	Foot	Foot_type	Foot_tone	Syllable	Syllable_tone	Prominence_initial	Prominence_final	Hesitation	Pause_length	Tmin	Tmax	Syllable_length	Syllable_length_avg	Pitch	Pitch_avg
D2003			 			 	 																																																							
D2003	1	1	un	$L1	B	un	un	D				sg	masc	5	dep	5	dep									O	B	B	O	O	O	O	O	O	O	O	O	O	O	B	hmL3	B	lone	hhm3	B	strong	hhm3	B	strong	hhm2	U	hh	0	0			0	0.045	75.0	75.00000000000001	93.84197807104772	93.85090347833373
D2003	1	2	 			 	 																																																							
D2003	1	3	petit	$L1	B	petit	petit	Adj				sg	masc	5	dep	5	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hmL3	I	lone	hhm3	I	strong	hhm3	L	strong	hhm2	U	hhm2	S	S			0.045	0.165	90.00000000000001	81.66666666666669	93.8252953863384	93.61370708619089
D2003	1	4	 			 	 																																																							
D2003	1	5	peu	$L1	B	peu	peu	N				sg	masc	7	dep	7	dep									O	I	I	O	O	O	O	O	O	O	O	O	O	O	I	hmL3	I	lone	hhm3	I	strong	hhm3	U	weak	hm	U	hm	0	0			0.165	0.225	60.0	101.25	93.87651157032907	93.09655828497108
D2003	1	6	 			 	 																																																							
D2003	1	7	délicat	$L1	B	délicat	délicat	Adj				sg	masc	0	root	0	root									O	L	L	O	O	O	O	O	O	O	O	O	O	O	I	hmL3	L	lone	hhm3	L	strong	hhm3	U	strong	mh	U	hh	W	S			0.225	0.645	180.0	182.5	92.83585415868076	92.48024808097807
D2003			 			 	 																																																							
D2003	2	1	donc	$L1	B	donc	donc	Adv						0	root	0	root									O	B	O	U	O	O	O	O	O	O	O	O	O	O	I	hmL3	B	motherless-dis-weak	lmm1	B	dis-weak	lmm1	B	dis-weak	lmm1	B	lmm1	S	S			0.645	0.905	169.99999999999994	195.0	93.29336486011479	92.06737661369834
D2003	2	2	 			 	 																																																							
D2003	2	3	euh	$L1	B	euh	euh	I						0	root	0	root									O	I	O	O	B	O	O	O	O	O	O	O	U	O	I	hmL3	L	motherless-dis-weak	lmm1	L	dis-weak	lmm1	L	dis-weak	lmm1	L	lmm1	W	W	H		0.905	1.135	320.00000000000006	164.99999999999997	91.9086677812993	92.58645151517317
D2003	2	4	 			 	 																																																							
D2003	2	5	dans	$L1	B	dans	dans	Pre						33	ad	33	ad									O	I	O	O	I	O	O	O	O	O	O	O	O	O	I	hmL3	B	lone	lLh3	B	strong	lLh3	B	strong	lLh3	U	mm	0	0			1.135	1.285	149.99999999999991	214.7	91.92865644951094	91.94165513888704
D2003	2	6	 			 	 																																																							
